"tipoEventoTextual","tipoEventoTextualCorto","situacion","esGol","parteCuerpo","localizacion","formaAsistencia","lugarDisparo","finalizacionDisparo","idDetallesEvento"
"Intento","I","Libre directo","No gol","Pie derecho","Fuera del área","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2584
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Fuera del área","Pase","Demasiado a la izquierda","Fuera de portería",2585
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Fuera del área","Pase","Demasiado a la izquierda","Fuera de portería",2586
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Fuera del área","Pase","Demasiado a la izquierda","Fuera de portería",2587
"Intento con pase clave","IPC","Libre directo","No gol","Pie derecho","Fuera del área","Pase","Demasiado a la izquierda","Fuera de portería",2588
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Fuera del área","Centro","Demasiado a la izquierda","Fuera de portería",2589
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Fuera del área","Centro","Demasiado a la izquierda","Fuera de portería",2590
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Fuera del área","Centro","Demasiado a la izquierda","Fuera de portería",2591
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Fuera del área","Pase de cabeza","Demasiado a la izquierda","Fuera de portería",2592
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Fuera del área","Pase de cabeza","Demasiado a la izquierda","Fuera de portería",2593
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Fuera del área","Pase de cabeza","Demasiado a la izquierda","Fuera de portería",2594
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Fuera del área","Pase en profundidad","Demasiado a la izquierda","Fuera de portería",2595
"Intento","I","Juego abierto","No gol","Pie izquierdo","Fuera del área","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2596
"Intento","I","Juego parado","No gol","Pie izquierdo","Fuera del área","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2597
"Intento","I","Corner","No gol","Pie izquierdo","Fuera del área","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2598
"Intento","I","Libre directo","No gol","Pie izquierdo","Fuera del área","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2599
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Fuera del área","Pase","Demasiado a la izquierda","Fuera de portería",2600
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Fuera del área","Pase","Demasiado a la izquierda","Fuera de portería",2601
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Fuera del área","Pase","Demasiado a la izquierda","Fuera de portería",2602
"Intento con pase clave","IPC","Libre directo","No gol","Pie izquierdo","Fuera del área","Pase","Demasiado a la izquierda","Fuera de portería",2603
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Fuera del área","Centro","Demasiado a la izquierda","Fuera de portería",2604
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Fuera del área","Centro","Demasiado a la izquierda","Fuera de portería",2605
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Fuera del área","Centro","Demasiado a la izquierda","Fuera de portería",2606
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Fuera del área","Pase de cabeza","Demasiado a la izquierda","Fuera de portería",2607
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Fuera del área","Pase de cabeza","Demasiado a la izquierda","Fuera de portería",2608
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Fuera del área","Pase de cabeza","Demasiado a la izquierda","Fuera de portería",2609
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Fuera del área","Pase en profundidad","Demasiado a la izquierda","Fuera de portería",2610
"Intento","I","Juego abierto","No gol","Cabeza","Fuera del área","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2611
"Intento","I","Juego parado","No gol","Cabeza","Fuera del área","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2612
"Intento","I","Corner","No gol","Cabeza","Fuera del área","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2613
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Fuera del área","Pase","Demasiado a la izquierda","Fuera de portería",2614
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Fuera del área","Pase","Demasiado a la izquierda","Fuera de portería",2615
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Fuera del área","Centro","Demasiado a la izquierda","Fuera de portería",2616
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Fuera del área","Centro","Demasiado a la izquierda","Fuera de portería",2617
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Fuera del área","Centro","Demasiado a la izquierda","Fuera de portería",2618
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Fuera del área","Pase de cabeza","Demasiado a la izquierda","Fuera de portería",2619
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Fuera del área","Pase en profundidad","Demasiado a la izquierda","Fuera de portería",2620
"Intento","I","Juego abierto","No gol","Pie derecho","Larga distancia","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2621
"Intento","I","Juego parado","No gol","Pie derecho","Larga distancia","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2622
"Intento","I","Libre directo","No gol","Pie derecho","Larga distancia","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2623
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Larga distancia","Pase","Demasiado a la izquierda","Fuera de portería",2624
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Larga distancia","Pase","Demasiado a la izquierda","Fuera de portería",2625
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Larga distancia","Pase","Demasiado a la izquierda","Fuera de portería",2626
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Larga distancia","Pase de cabeza","Demasiado a la izquierda","Fuera de portería",2627
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Larga distancia","Pase en profundidad","Demasiado a la izquierda","Fuera de portería",2628
"Intento","I","Juego abierto","No gol","Pie izquierdo","Larga distancia","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2629
"Intento","I","Libre directo","No gol","Pie izquierdo","Larga distancia","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2630
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Larga distancia","Pase","Demasiado a la izquierda","Fuera de portería",2631
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Larga distancia","Pase","Demasiado a la izquierda","Fuera de portería",2632
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Larga distancia","Pase de cabeza","Demasiado a la izquierda","Fuera de portería",2633
"Intento","I","Juego abierto","No gol","Pie derecho","Más de 30 metros","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2634
"Intento","I","Juego parado","No gol","Pie derecho","Más de 30 metros","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2635
"Intento","I","Corner","No gol","Pie derecho","Más de 30 metros","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2636
"Intento","I","Libre directo","No gol","Pie derecho","Más de 30 metros","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2637
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Más de 30 metros","Pase","Demasiado a la izquierda","Fuera de portería",2638
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Más de 30 metros","Pase","Demasiado a la izquierda","Fuera de portería",2639
"Intento con pase clave","IPC","Libre directo","No gol","Pie derecho","Más de 30 metros","Pase","Demasiado a la izquierda","Fuera de portería",2640
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Más de 30 metros","Pase de cabeza","Demasiado a la izquierda","Fuera de portería",2641
"Intento","I","Juego abierto","No gol","Pie izquierdo","Más de 30 metros","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2642
"Intento","I","Corner","No gol","Pie izquierdo","Más de 30 metros","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2643
"Intento","I","Libre directo","No gol","Pie izquierdo","Más de 30 metros","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2644
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Más de 30 metros","Pase","Demasiado a la izquierda","Fuera de portería",2645
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Más de 30 metros","Pase","Demasiado a la izquierda","Fuera de portería",2646
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Más de 30 metros","Pase de cabeza","Demasiado a la izquierda","Fuera de portería",2647
"Intento","I","Juego abierto","No gol","Cabeza","Más de 30 metros","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2648
"Intento","I","Juego abierto","No gol","Pie derecho","Más de 35 metros","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2649
"Intento","I","Libre directo","No gol","Pie derecho","Más de 35 metros","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2650
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Más de 35 metros","Pase","Demasiado a la izquierda","Fuera de portería",2651
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Más de 35 metros","Pase de cabeza","Demasiado a la izquierda","Fuera de portería",2652
"Intento","I","Juego abierto","No gol","Pie izquierdo","Más de 35 metros","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2653
"Intento","I","Libre directo","No gol","Pie izquierdo","Más de 35 metros","Sin asistencia","Demasiado a la izquierda","Fuera de portería",2654
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Más de 35 metros","Pase","Demasiado a la izquierda","Fuera de portería",2655
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Más de 35 metros","Pase de cabeza","Demasiado a la izquierda","Fuera de portería",2656
"Intento","I","Juego abierto","No gol","Pie derecho","Centro del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2657
"Intento","I","Juego parado","No gol","Pie derecho","Centro del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2658
"Intento","I","Corner","No gol","Pie derecho","Centro del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2659
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Centro del área grande","Pase","Demasiado a la derecha","Fuera de portería",2660
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Centro del área grande","Pase","Demasiado a la derecha","Fuera de portería",2661
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Centro del área grande","Pase","Demasiado a la derecha","Fuera de portería",2662
"Intento con pase clave","IPC","Libre directo","No gol","Pie derecho","Centro del área grande","Pase","Demasiado a la derecha","Fuera de portería",2663
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Centro del área grande","Centro","Demasiado a la derecha","Fuera de portería",2664
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Centro del área grande","Centro","Demasiado a la derecha","Fuera de portería",2665
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Centro del área grande","Centro","Demasiado a la derecha","Fuera de portería",2666
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Centro del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2667
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Centro del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2668
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Centro del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2669
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Centro del área grande","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2670
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Centro del área grande","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2671
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Centro del área grande","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2672
"Intento","I","Juego abierto","No gol","Pie izquierdo","Centro del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2673
"Intento","I","Juego parado","No gol","Pie izquierdo","Centro del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2674
"Intento","I","Corner","No gol","Pie izquierdo","Centro del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2675
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Centro del área grande","Pase","Demasiado a la derecha","Fuera de portería",2676
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Centro del área grande","Pase","Demasiado a la derecha","Fuera de portería",2677
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Centro del área grande","Pase","Demasiado a la derecha","Fuera de portería",2678
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Centro del área grande","Centro","Demasiado a la derecha","Fuera de portería",2679
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Centro del área grande","Centro","Demasiado a la derecha","Fuera de portería",2680
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Centro del área grande","Centro","Demasiado a la derecha","Fuera de portería",2681
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Centro del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2682
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Centro del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2683
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Centro del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2684
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Centro del área grande","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2685
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Centro del área grande","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2686
"Intento","I","Juego abierto","No gol","Cabeza","Centro del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2687
"Intento","I","Juego parado","No gol","Cabeza","Centro del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2688
"Intento","I","Corner","No gol","Cabeza","Centro del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2689
"Intento","I","Libre directo","No gol","Cabeza","Centro del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2690
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Centro del área grande","Pase","Demasiado a la derecha","Fuera de portería",2691
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Centro del área grande","Pase","Demasiado a la derecha","Fuera de portería",2692
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Centro del área grande","Pase","Demasiado a la derecha","Fuera de portería",2693
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Centro del área grande","Centro","Demasiado a la derecha","Fuera de portería",2694
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Centro del área grande","Centro","Demasiado a la derecha","Fuera de portería",2695
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Centro del área grande","Centro","Demasiado a la derecha","Fuera de portería",2696
"Intento con pase clave","IPC","Libre directo","No gol","Cabeza","Centro del área grande","Centro","Demasiado a la derecha","Fuera de portería",2697
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Centro del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2698
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Centro del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2699
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Centro del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2700
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Centro del área grande","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2701
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Centro del área grande","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2702
"Intento","I","Juego abierto","No gol","Pie derecho","Ángulo difícil y a larga distancia","Sin asistencia","Demasiado a la derecha","Fuera de portería",2703
"Intento","I","Corner","No gol","Pie derecho","Ángulo difícil y a larga distancia","Sin asistencia","Demasiado a la derecha","Fuera de portería",2704
"Intento","I","Libre directo","No gol","Pie derecho","Ángulo difícil y a larga distancia","Sin asistencia","Demasiado a la derecha","Fuera de portería",2705
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil y a larga distancia","Pase","Demasiado a la derecha","Fuera de portería",2706
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Ángulo difícil y a larga distancia","Pase","Demasiado a la derecha","Fuera de portería",2707
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil y a larga distancia","Centro","Demasiado a la derecha","Fuera de portería",2708
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil y a larga distancia","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2709
"Intento","I","Juego abierto","No gol","Pie izquierdo","Ángulo difícil y a larga distancia","Sin asistencia","Demasiado a la derecha","Fuera de portería",2710
"Intento","I","Juego parado","No gol","Pie izquierdo","Ángulo difícil y a larga distancia","Sin asistencia","Demasiado a la derecha","Fuera de portería",2711
"Intento","I","Corner","No gol","Pie izquierdo","Ángulo difícil y a larga distancia","Sin asistencia","Demasiado a la derecha","Fuera de portería",2712
"Intento","I","Libre directo","No gol","Pie izquierdo","Ángulo difícil y a larga distancia","Sin asistencia","Demasiado a la derecha","Fuera de portería",2713
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil y a larga distancia","Pase","Demasiado a la derecha","Fuera de portería",2714
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Ángulo difícil y a larga distancia","Pase","Demasiado a la derecha","Fuera de portería",2715
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil y a larga distancia","Centro","Demasiado a la derecha","Fuera de portería",2716
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil y a larga distancia","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2717
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil y a larga distancia","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2718
"Intento","I","Juego abierto","No gol","Pie derecho","Ángulo difícil a la izquierda","Sin asistencia","Demasiado a la derecha","Fuera de portería",2719
"Intento","I","Juego parado","No gol","Pie derecho","Ángulo difícil a la izquierda","Sin asistencia","Demasiado a la derecha","Fuera de portería",2720
"Intento","I","Corner","No gol","Pie derecho","Ángulo difícil a la izquierda","Sin asistencia","Demasiado a la derecha","Fuera de portería",2721
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la izquierda","Pase","Demasiado a la derecha","Fuera de portería",2722
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Ángulo difícil a la izquierda","Pase","Demasiado a la derecha","Fuera de portería",2723
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Ángulo difícil a la izquierda","Pase","Demasiado a la derecha","Fuera de portería",2724
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la izquierda","Centro","Demasiado a la derecha","Fuera de portería",2725
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Ángulo difícil a la izquierda","Centro","Demasiado a la derecha","Fuera de portería",2726
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la izquierda","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2727
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Ángulo difícil a la izquierda","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2728
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Ángulo difícil a la izquierda","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2729
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la izquierda","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2730
"Intento","I","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Sin asistencia","Demasiado a la derecha","Fuera de portería",2731
"Intento","I","Juego parado","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Sin asistencia","Demasiado a la derecha","Fuera de portería",2732
"Intento","I","Corner","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Sin asistencia","Demasiado a la derecha","Fuera de portería",2733
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase","Demasiado a la derecha","Fuera de portería",2734
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase","Demasiado a la derecha","Fuera de portería",2735
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase","Demasiado a la derecha","Fuera de portería",2736
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Centro","Demasiado a la derecha","Fuera de portería",2737
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Centro","Demasiado a la derecha","Fuera de portería",2738
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2739
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2740
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2741
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2742
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Ángulo difícil a la izquierda","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2743
"Intento","I","Juego abierto","No gol","Cabeza","Ángulo difícil a la izquierda","Sin asistencia","Demasiado a la derecha","Fuera de portería",2744
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Ángulo difícil a la izquierda","Pase","Demasiado a la derecha","Fuera de portería",2745
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Ángulo difícil a la izquierda","Pase","Demasiado a la derecha","Fuera de portería",2746
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Ángulo difícil a la izquierda","Centro","Demasiado a la derecha","Fuera de portería",2747
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Ángulo difícil a la izquierda","Centro","Demasiado a la derecha","Fuera de portería",2748
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Ángulo difícil a la izquierda","Centro","Demasiado a la derecha","Fuera de portería",2749
"Intento","I","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Sin asistencia","Demasiado a la derecha","Fuera de portería",2750
"Intento","I","Juego parado","No gol","Pie derecho","Ángulo difícil a la derecha","Sin asistencia","Demasiado a la derecha","Fuera de portería",2751
"Intento","I","Corner","No gol","Pie derecho","Ángulo difícil a la derecha","Sin asistencia","Demasiado a la derecha","Fuera de portería",2752
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Pase","Demasiado a la derecha","Fuera de portería",2753
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Ángulo difícil a la derecha","Pase","Demasiado a la derecha","Fuera de portería",2754
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Ángulo difícil a la derecha","Pase","Demasiado a la derecha","Fuera de portería",2755
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Centro","Demasiado a la derecha","Fuera de portería",2756
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Ángulo difícil a la derecha","Centro","Demasiado a la derecha","Fuera de portería",2757
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2758
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Ángulo difícil a la derecha","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2759
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Ángulo difícil a la derecha","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2760
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Ángulo difícil a la derecha","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2761
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Ángulo difícil a la derecha","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2762
"Intento","I","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la derecha","Sin asistencia","Demasiado a la derecha","Fuera de portería",2763
"Intento","I","Juego parado","No gol","Pie izquierdo","Ángulo difícil a la derecha","Sin asistencia","Demasiado a la derecha","Fuera de portería",2764
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la derecha","Pase","Demasiado a la derecha","Fuera de portería",2765
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Ángulo difícil a la derecha","Pase","Demasiado a la derecha","Fuera de portería",2766
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la derecha","Centro","Demasiado a la derecha","Fuera de portería",2767
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Ángulo difícil a la derecha","Centro","Demasiado a la derecha","Fuera de portería",2768
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Ángulo difícil a la derecha","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2769
"Intento","I","Juego abierto","No gol","Cabeza","Ángulo difícil a la derecha","Sin asistencia","Demasiado a la derecha","Fuera de portería",2770
"Intento","I","Juego parado","No gol","Cabeza","Ángulo difícil a la derecha","Sin asistencia","Demasiado a la derecha","Fuera de portería",2771
"Intento","I","Libre directo","No gol","Cabeza","Ángulo difícil a la derecha","Sin asistencia","Demasiado a la derecha","Fuera de portería",2772
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Ángulo difícil a la derecha","Pase","Demasiado a la derecha","Fuera de portería",2773
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Ángulo difícil a la derecha","Pase","Demasiado a la derecha","Fuera de portería",2774
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Ángulo difícil a la derecha","Centro","Demasiado a la derecha","Fuera de portería",2775
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Ángulo difícil a la derecha","Centro","Demasiado a la derecha","Fuera de portería",2776
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Ángulo difícil a la derecha","Centro","Demasiado a la derecha","Fuera de portería",2777
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Ángulo difícil a la derecha","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2778
"Intento","I","Juego abierto","No gol","Pie derecho","Parte izquierda del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2779
"Intento","I","Juego parado","No gol","Pie derecho","Parte izquierda del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2780
"Intento","I","Corner","No gol","Pie derecho","Parte izquierda del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2781
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área grande","Pase","Demasiado a la derecha","Fuera de portería",2782
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Parte izquierda del área grande","Pase","Demasiado a la derecha","Fuera de portería",2783
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Parte izquierda del área grande","Pase","Demasiado a la derecha","Fuera de portería",2784
"Intento con pase clave","IPC","Libre directo","No gol","Pie derecho","Parte izquierda del área grande","Pase","Demasiado a la derecha","Fuera de portería",2785
